noteType,noteDirection,index,id,time,cutType,multiplier,score/0,score/1,score/2,timeDeviation,speed,preswing,postswing,distanceToCenter,cutPoint/0,cutPoint/1,cutPoint/2,saberDir/0,saberDir/1,saberDir/2,cutNormal/0,cutNormal/1,cutNormal/2,timeDependence
1,1,0,98,21.9251118,0,8,70,9,30,-0.00176811218,58.44322,1.06566417,1.59438133,0.121624723,-0.7935446,0.9580631,0.8325461,0.175889209,-0.980965,0.08228357,-0.875278056,-0.190004945,-0.44473207,0.44473207
0,0,7,99,21.9806671,0,8,70,11,30,0.0253448486,60.3891678,1.11559618,1.96168363,0.08566201,0.817862749,1.48498011,1.37527585,0.212451011,0.799323559,0.5620911,0.958853543,-0.04591521,-0.280164063,0.280164063
1,0,4,100,22.0362225,0,8,70,15,30,-0.00222969055,65.2874,1.230617,1.30300343,0.00769204646,-0.9064446,1.48238719,0.7611108,-0.512824953,0.7682252,0.3831979,0.837819636,0.331128836,0.434064329,0.434064329
0,1,2,101,22.0917778,0,8,70,7,30,0.0116996765,56.12167,1.303041,1.53951252,0.152924627,0.153428063,0.9737166,1.03773963,-0.252279162,-0.9615856,-0.108204752,-0.9584587,0.2564354,-0.124891192,0.124891192
1,1,1,102,22.1473331,0,8,70,11,30,0.0115909576,62.8215446,1.2425679,1.319185,0.08509636,-0.364251852,0.884577,1.02481115,0.532791,-0.8100036,0.245005876,-0.755048156,-0.586781144,-0.292558551,0.292558551
0,5,11,103,22.2028885,0,8,70,9,30,0.012336731,56.8886337,1.62375963,1.36464584,0.111388274,0.7988343,2.02162623,1.09315944,0.269986957,0.9115978,-0.3099944,0.908225834,-0.3408428,-0.242800921,0.242800921
1,4,8,104,22.2584457,0,8,70,11,28,-0.00193023682,62.78561,1.46547556,0.937729239,0.0717946,-0.9605421,1.953531,0.738997042,-0.252173424,0.8381766,-0.483599484,0.8432675,0.4373804,0.312407255,0.312407255
0,1,2,105,22.3140011,0,8,70,6,30,-0.00167274475,52.29315,1.24129212,1.75413752,0.173359111,0.143176541,1.0088383,0.764978051,-0.3984871,-0.834686935,-0.380139142,-0.9046163,0.426186621,0.00586614,0.00586614
1,1,1,106,22.3695564,0,8,70,9,30,-0.00214767456,58.77634,1.20997643,1.39308155,0.122515678,-0.198222518,1.00242889,0.7645525,0.5704699,-0.7815042,-0.252616853,-0.8307304,-0.550787032,-0.0807511955,0.0807511955
0,0,11,107,22.4251118,0,8,70,9,30,-0.00201225281,56.4638367,1.663881,1.0674994,0.129451379,0.7823152,2.02891636,0.7916825,0.275851578,0.934657931,-0.224322423,0.9091045,-0.3397928,-0.2409768,0.2409768
1,0,8,108,22.4806671,0,8,70,12,22,-0.0297088623,56.9863319,1.62584686,0.742379069,0.06349197,-0.845685,2.00294471,0.200504586,-0.130471259,0.8004257,-0.5850606,0.8554626,0.40229243,0.326105118,0.326105118
0,1,3,109,22.5362225,0,8,70,4,30,-0.0017414093,52.911705,1.40698993,1.440011,0.226922452,0.681328833,0.9364059,0.828359842,-0.09077565,-0.9537979,-0.2864078,-0.963638544,0.00639781356,0.2671327,0.2671327
1,1,0,110,22.5917778,0,8,70,9,30,-0.00185012817,62.27058,1.10553718,1.636724,0.112429634,-0.7999767,0.949357569,0.816573,-0.009829466,-0.9529276,0.303038776,-0.8896531,-0.128122479,-0.4382947,0.4382947
0,0,11,111,22.6473331,0,8,70,11,30,0.011346817,61.2645073,1.48871756,1.3734405,0.08671388,0.8189347,1.98933923,1.07674026,0.033049006,0.989492834,-0.140754133,0.934860647,-0.06317231,-0.3493495,0.3493495
